Q,Option1,Option2,Option3,Option4,Correct
How does internal compliance monitoring contrast with external compliance monitoring,Internal focuses on self-audits while external is for third-party review,Internal is voluntary while external is mandated,Internal tracks customers while external tracks employees,Internal focuses on physical security while external checks passwords,1
What is one difference between automation and manual compliance monitoring,Automation allows flexible policy interpretation,Automation removes the need for audits,Automation increases consistency and efficiency,Automation makes compliance less accurate,3
Which is a key difference between local and global privacy regulations,Local regulations apply across all nations,Global regulations focus only on employee behavior,Local regulations may differ between regions while global regulations require broader compliance,Global regulations are easier to enforce than local,3
How does the role of a data subject differ from that of a data controller,The data subject stores the data,The data subject determines how data is processed,The data subject owns and is affected by the data,The data subject reviews audit logs,3
Which distinction correctly separates controllers from processors,Controllers process data on behalf of others while processors own the data,Controllers define data use while processors carry out the instructions,Controllers enforce encryption while processors perform audits,Controllers perform backups while processors write policies,2
What distinguishes data ownership from data processing responsibility,Ownership refers to data encryption,Ownership refers to who controls access and rights while processing is the act of handling data,Ownership is limited to backup systems,Ownership is defined by employee contracts,2
How does data inventory differ from data retention,Data inventory tracks audit logs while retention limits user sessions,Data inventory monitors firewall logs while retention defines ownership,Data inventory identifies what data exists while retention defines how long it is kept,Data inventory defines encryption strength while retention logs activity,3
What distinguishes the right to be forgotten from general data retention,The right to be forgotten allows indefinite backup,The right to be forgotten is a legal request to erase data while retention is a policy on how long to store it,The right to be forgotten applies only to internal logs,The right to be forgotten ensures compliance with encryption standards,2
A company preparing for a regulatory audit compiles logs to show they meet internal controls and policies. What type of compliance reporting is this,External,Third-party,Internal,Public,3
During a government investigation, an organization must submit logs to demonstrate regulatory adherence. What type of compliance reporting is this,External,Internal,Forensic,Operational,1
An organization ignored encryption guidelines and exposed customer records. Which consequence is most likely immediate,Fines,Contractual impact,Reputational damage,Loss of license,1
A cloud provider repeatedly violates the terms of its agreement, leading the customer to terminate the contract. Which result is most aligned,Sanctions,Contractual impact,Fines,Loss of license,2
An organization suffers public backlash after a data breach. What is this an example of,Operational impact,Legal consequence,Reputational damage,Loss of revenue,3
A clinic loses its right to handle medical records due to compliance failures. What is this an example of,Loss of license,Fine,Public apology,Policy exception,1
A business faces restricted access to global markets after multiple security violations. What type of penalty is this,Fine,Sanction,Contractual clause,Reputation clause,2
A security team uses a dashboard to monitor system health and policy adherence in real time. What compliance practice is this,Internal review,Automation,Policy simulation,Manual enforcement,2
An auditor requests proof that employees have read and agreed to updated policies. What type of compliance check is this,Monitoring,Attestation and acknowledgement,Policy review,Chain of custody,2
A company performs quarterly reviews to verify its vendors are still adhering to compliance guidelines. What type of compliance monitoring is this,External,Internal,Due diligence,Ongoing auditing,3
During a system audit, an internal team validates firewall rules and patch levels against company policy. What type of review is this,Attestation,Internal compliance monitoring,Third-party attestation,Regulatory review,2
A developer adds real-time alerts to detect violations of encryption policies across systems. What is this an example of,Manual validation,Automated compliance monitoring,External risk management,Audit policy,2
A company operating in multiple countries must adjust how it processes customer data to meet specific laws. What factor is driving this change,Global policy inconsistency,Local legal implications,Internal controls,Third-party audit,2
An organization handles healthcare data and must align with privacy rules in its country. What type of regulation is being applied,National legal implications,Local guidelines,Voluntary governance,Global standard,1
A company based in the EU must comply with regulations when processing data for customers in the US and Japan. What challenge does this illustrate,National policy enforcement,Automation,Global legal implications,Change control,3
A user requests permanent removal of their information from a company database. What privacy right is being exercised,Data audit,Controller obligation,Right to be forgotten,Ownership termination,3
A customer whose data is stored and processed by a business is best described as what,Data controller,Data auditor,Data processor,Data subject,4
Who is responsible for defining how personal data is used and managed,Data processor,Data subject,Data controller,Privacy analyst,3
A processor is handling encrypted user data on behalf of another organization. What is the role of that organization,Subject,Owner,Controller,Custodian,3
An IT administrator manages backup schedules and permissions but does not define how data is used. What role do they fulfill,Controller,Steward,Subject,Processor,2
A compliance officer is creating a data retention policy. What task is most relevant to this role,Identifying how long data must be stored,Encrypting user data,Verifying controller roles,Mapping firewall zones,1
A lab exercise requires students to generate and review a data inventory for simulated customer records. What concept is being practiced,Encryption,Compliance automation,Data inventory,Legal hold,3
A user sends a legal request to a company demanding all their data be erased from systems and backups. What should the company invoke,Change management,Legal hold,Right to be forgotten,Exception report,3
