Q,Option1,Option2,Option3,Option4,Correct
What is the goal of risk avoidance compared to risk mitigation,Risk avoidance accepts some level of risk,Risk mitigation transfers the risk,Risk avoidance eliminates risk source,Risk mitigation ignores risk metrics,3
What is a key reason to use risk reporting in the management process,To delay incident response,To replace impact assessments,To communicate risk posture to stakeholders,To avoid documenting decisions,3
How does business impact analysis support disaster planning,It calculates revenue projections,BIA defines financial objectives,BIA identifies critical functions and recovery needs,BIA replaces risk register creation,3
How does recovery time objective differ from recovery point objective,RTO measures data loss tolerance,RPO tracks failure intervals,RTO defines how quickly systems must recover,RPO identifies required recovery team,3
Which metric focuses on how much data can be lost before harm occurs,Recovery time objective,Mean time to repair,Recovery point objective,Annualized rate of occurrence,3
How is mean time to repair used differently from mean time between failures,MTTR estimates system uptime,MTBF measures recovery quality,MTTR focuses on downtime length,MTBF defines acceptable data loss,3
Which metric indicates how reliable a system is over time,Mean time between failures,Recovery time objective,Exposure factor,Risk threshold,1
During a security audit, your team maps out all known threats and potential vulnerabilities in the network. What process are you performing,Risk analysis,Risk identification,Risk mitigation,Risk thresholding,2
A company performs a special assessment after a major breach but does not plan to repeat it. What type of risk assessment is this,Recurring,Continuous,Ad hoc,One-time,4
Your organization schedules monthly assessments to monitor evolving threats. What type of assessment is this,Ad hoc,Continuous,One-time,Recurring,4
A security team receives real-time alerts and performs risk assessments dynamically. What kind of process is this,One-time,Continuous,Exception-based,Recovery-based,2
An analyst uses a numerical score to estimate potential financial damage from a threat. What type of analysis is this,Qualitative,Quantitative,Behavioral,Impact-driven,2
You are asked to calculate financial impact for a threat using a formula that includes yearly frequency and cost. What are you calculating,Annualized loss expectancy,Single loss expectancy,Probability rating,Exposure factor,1
An administrator calculates that a certain ransomware incident is likely to happen three times a year. What metric does this represent,Impact,Probability,Annualized rate of occurrence,Risk threshold,3
A company estimates that 30 percent of a server's value would be lost during a data breach. Which metric does this represent,Annualized loss expectancy,Exposure factor,Risk register,Risk tolerance,2
You are evaluating the possibility that a backup system may fail if not tested monthly. What aspect are you measuring,Impact,Likelihood,Risk reporting,Risk threshold,2
A manager reviews a chart showing acceptable limits for various threats. What is being used,Risk register,Risk threshold,Recovery point objective,Risk mitigation table,2
A company accepts minor risks to promote innovation and faster growth. What best describes this,Risk tolerance,Risk register,Expansionary risk appetite,Risk transfer strategy,3
An enterprise security team must avoid any actions that pose even moderate risk. Which risk appetite model are they likely following,Expansionary,Neutral,Conservative,Transfer,3
A business defines risk limits based on stability without favoring risk or avoidance. What is this,Risk tolerance,Risk appetite neutral,Risk acceptance,Impact thresholding,2
A company outsources its payment processing to reduce liability. What risk strategy is this,Risk avoidance,Risk transfer,Risk exemption,Risk analysis,2
A project lead formally requests permission to ignore a minor security policy for a specific system. What is this an example of,Risk thresholding,Risk tolerance,Risk exemption,Risk avoidance,3
An IT manager disables an insecure protocol rather than trying to fix its flaws. What strategy is this,Risk acceptance,Risk mitigation,Risk avoidance,Risk thresholding,3
An engineer deploys a patch and logs results to inform leadership of security posture. What process is being followed,Risk acceptance,Risk analysis,Risk reporting,Risk control,3
Your team is calculating how long critical services can remain offline without severe impact. What are you determining,Recovery time objective,Mean time between failures,Annualized loss expectancy,Risk exemption,1
A data center defines that no more than 30 minutes of data loss is tolerable. What metric does this reflect,Annualized rate of occurrence,Mean time to repair,Recovery point objective,Risk appetite,3
A technician is replacing a failed firewall module and tracks how long it takes to restore service. Which metric is this,Mean time between failures,Exposure factor,Recovery time objective,Mean time to repair,4
A network administrator monitors the average time between system crashes. What is being measured,Recovery time objective,Mean time between failures,Annualized rate of occurrence,Exposure factor,2
