Q,Option1,Option2,Option3,Option4,Correct
How do firewall rules differ from access lists,Rules are set per session while access lists apply to whole systems,Rules block internal IPs while access lists filter external traffic,Rules define specific actions while access lists define matching criteria,Both are identical in function,3
What is the difference between ports and protocols in firewall settings,Ports are encryption methods while protocols define log formats,Ports identify services by number while protocols define communication rules,Protocols block users while ports scan files,Ports and protocols both act as encryption types,2
What distinguishes a screened subnet from a standard internal network,It is used for encrypted VPN traffic,It has no firewall protection,It separates public-facing servers from internal systems,It includes only wireless devices,3
How do IDS and IPS differ in handling threat signatures,IDS blocks traffic while IPS only logs it,IDS scans encrypted files while IPS blocks network connections,IDS detects and logs based on signatures while IPS can also block threats,IPS uses signatures only during manual scans,3
How do trend-based IDS differ from signature-based IDS,Trend-based detects known threats only,Signature-based uses machine learning,Trend-based identifies anomalies over time while signature-based matches known patterns,Signature-based is more accurate in identifying zero-day attacks,3
What distinguishes agent-based filtering from centralized proxy filtering,Agent-based filters apply locally per device while centralized proxy routes traffic through a central point,Agent-based filters all data from a single hub,Centralized proxy is used only for encrypted traffic,Agent-based filtering occurs only on wireless networks,1
How does URL scanning relate to content categorization in web filtering,URL scanning encrypts traffic while content categorization assigns user roles,URL scanning checks specific addresses while content categorization groups sites by type,Both are used exclusively for mobile filtering,Content categorization blocks IP ranges instead of addresses,2
What is the primary role of block rules compared to reputation filters in web filtering,Block rules are used after access is granted while reputation filters are proactive,Block rules allow all traffic by default,Reputation filters block traffic from unknown users,Block rules explicitly deny access while reputation filters assess trustworthiness dynamically,4
What is the difference between Group Policy and SELinux in system security,Group Policy is used in Linux systems while SELinux is for Windows,SELinux configures network printers,Group Policy sets centralized policies in Windows while SELinux enforces access control in Linux,They both perform the same role across platforms,3
How does protocol selection relate to port selection in secure protocol implementation,Protocol selection affects user roles while port selection controls password access,Protocols define communication methods while ports specify service entry points,Port selection defines encryption keys while protocols define usernames,They are unrelated in network security,2
How does DNS filtering compare to email filtering,They both block internal user logins,DNS filtering blocks domains at the network layer while email filtering blocks messages at the application layer,DNS filtering operates only on mobile devices,Email filtering blocks internet access for users,2
How do DMARC and DKIM differ in email authentication,DMARC encrypts attachments while DKIM filters senders,DKIM provides message integrity while DMARC enforces policy rules based on authentication results,DMARC is used only with webmail clients,DKIM blocks unauthorized DNS requests,2
How does Sender Policy Framework complement other email authentication methods,It validates message encryption keys,It defines authorized mail servers to prevent spoofing,It stores backup copies of email attachments,It scans incoming messages for malware,2
How does an email gateway differ from a personal email client,Email gateway routes and filters email for entire networks while clients handle individual inboxes,Gateways are installed on smartphones only,Gateways block DNS requests,Email clients filter and store all company-wide email,1
What is the key difference between file integrity monitoring and antivirus software,File integrity monitoring detects changes to files while antivirus scans for known malware,Antivirus is used only for backup validation,File integrity monitoring deletes old files automatically,They both perform real-time patching,1
How does data loss prevention differ from file encryption,Encryption blocks phishing attempts while DLP identifies sensitive data in transit and prevents leakage,DLP compresses all internal logs,DLP is used only for physical backups,File encryption replaces passwords with tokens,1
How does network access control relate to device compliance,Network access control ensures devices meet security policies before granting access,It installs software on external networks,It provides user authentication via encryption,It allows internal DNS updates,1
What is the difference between endpoint detection and extended detection systems,Extended detection systems expand visibility across multiple systems while endpoint detection focuses on individual devices,Endpoint detection blocks DNS traffic while extended detection allows it,They are the same system with different interfaces,Endpoint systems operate only on wireless devices,1
What distinguishes user behavior analytics from signature-based threat detection,User behavior analytics monitors patterns and detects anomalies while signature detection matches known threats,User analytics is used for access control only,Signature detection is based on time zones,Behavior analytics tracks IP addresses exclusively,1
A network administrator wants to block incoming connections from specific IP ranges while allowing others on a web server,Create a screened subnet,Apply dynamic routing,Configure firewall rules,Use virtual machines,3
You need to block all traffic from a specific IP address but allow the rest of the subnet,What firewall setting should you adjust,Access lists,Protocol handler,Load balancer,Certificate pinning,1
Your company runs a web app using multiple services across different ports,How should the firewall be configured to secure the setup,Disable all port access,Use access lists without ports,Allow only specific ports and protocols needed,Set firewall to monitor all traffic,3
Your company places web servers in a zone between internal and external networks to monitor traffic,What architecture are they using,Screened subnet,Split tunnel,Private VLAN,Access proxy,1
A security analyst notices repeated failed login attempts across several systems and wants to investigate the pattern,Which system would best help identify abnormal behavior over time,File integrity monitor,Antivirus,Trend-based intrusion detection,Patch manager,3
An analyst wants to match packets against known attack definitions for detection,What should they use,Behavioral analytics,Signature-based intrusion system,Endpoint filter,SIEM log aggregator,2
You need to enforce content restrictions on individual devices regardless of their location,Which web filtering approach should you use,Centralized proxy,Agent-based filtering,URL redirection,Port scanning,2
To reduce malicious content delivery via links, a company wants to examine web addresses and categorize them,Which solution should be used,Firewall rules,URL scanning and content categorization,Email encryption,Access point filtering,2
Your organization wants to block gambling sites and identify them by category,What should be configured,Port scanning,Firewall logging,Web content categorization,Reverse proxy,3
A system administrator wants to deny access to websites that have poor trust ratings,What web filter technique should they implement,Static analysis,Reputation filtering,Hash validation,Blacklist only,2
A Windows administrator wants to enforce security policies such as password complexity and software restrictions for users,Which technology should be used,Local backup,Group Policy,Log parser,Sandboxing,2
A Linux server administrator wants to restrict access to files and enforce policy-based controls at the kernel level,Which tool provides this functionality,Audit log viewer,SELinux,Secure cookie manager,Data scrambler,2
Your team must choose secure protocols for remote administration with confidentiality and integrity,What should you prioritize,Port scanning,Protocol selection,VPN exclusions,URL rewriting,2
A system admin chooses port 443 to allow secure communication for a web application,What was just implemented,URL masking,Port selection,Session replay,Token binding,2
To improve security, a company switches from using plain text to encrypted transmissions,What kind of change is this,Port reassignment,Transport method modification,Session replay prevention,ARP filtering,2
A network administrator wants to block resolution of known malicious domains,What should be used,DNS filtering,Port shaper,Protocol downgrade,Hash function,1
An email system must verify the source of incoming messages and reject those not aligning with domain policy,Which technology should be implemented,Sender filtering,SPF,DMARC,IMAP proxy,3
You want to ensure that email content is not altered in transit and that the sender identity is valid,What should be used,URL filter,DKIM,SIEM log viewer,Sandbox engine,2
Your mail server must confirm the IP address of the sending mail server is authorized for the domain,What solution is best suited,Firewall access list,SPF,Token encryption,Gateway queue,2
A company implements a device that filters and scans inbound and outbound email traffic for threats,What is this device,Patch server,Proxy client,Email gateway,Time server,3
A security team needs to detect unauthorized changes to system files over time,What should be implemented,Web proxy,File integrity monitoring,Key exchange protocol,Registry cleaner,2
Your company wants to prevent credit card numbers from being emailed or uploaded,What control should be deployed,Firewall,Data loss prevention,Virtual machine segmentation,Packet routing,2
New devices attempting to join the internal network must pass a security posture check before access is granted,Which system enforces this,Antivirus engine,SIEM correlation tool,Network access control,3
A security analyst needs endpoint data and analytics from multiple devices with automated response options,What solution best fits this requirement,Penetration testing tool,EDR or XDR platform,Firewall rule engine,Remote desktop tool,2
Your team observes abnormal user actions like after-hours login from new locations,Which tool can help detect this,Password policy enforcer,Antivirus alert,User behavior analytics,VPN client,3
