Q,Option1,Option2,Option3,Option4,Correct
How does something you know differ from something you are in multifactor authentication,Something you know is a password while something you are is a biometric trait,Something you know is time-based while something you are is cloud-based,Something you know requires tokens while something you are requires VPN,Something you know tracks identity while something you are verifies location,1
What best compares something you have with something you are,Something you have is a physical item like a token while something you are is a biometric identifier,Something you have uses attributes while something you are uses roles,Something you have supports scanning while something you are supports key rotation,Something you have applies to software while something you are applies to hardware,1
How is the authentication factor somewhere you are different from something you know,Somewhere you are is based on location while something you know is a password or PIN,Somewhere you are uses tokens while something you know uses certificates,Somewhere you are is always biometric while something you know is physical,Somewhere you are tracks reuse while something you know disables complexity,1
What is the relationship between password length and password complexity,Length increases the number of characters while complexity increases character variety,Length decreases password reuse while complexity increases password expiration,Length requires authentication tokens while complexity uses VPNs,Length enables certificates while complexity disables biometrics,1
Why is password reuse discouraged,It increases risk if one account is compromised,It improves complexity scores,It strengthens token-based authentication,It enforces expiration policies,1
How is password expiration different from password age,Expiration forces a change after a set time while age restricts how soon it can be changed again,Expiration tracks password complexity while age tracks length,Expiration is token-based while age is biometric,Expiration affects multifactor authentication while age affects encryption,1
What differentiates a password manager from a passwordless solution,A password manager stores credentials while passwordless uses alternate authentication methods,A password manager disables VPNs while passwordless enables tokens,A password manager allows biometric login while passwordless requires certificates,A password manager supports sandboxing while passwordless allows token reuse,1
How do just-in-time permissions differ from standard access control,Just-in-time grants elevated access only when needed while standard access is always available,Just-in-time uses email tokens while standard uses passwords,Just-in-time is a physical method while standard is virtual only,Just-in-time tracks location while standard tracks password reuse,1
What is the role of password vaulting compared to ephemeral credentials,Password vaulting stores credentials securely while ephemeral credentials are short-lived and temporary,Password vaulting prevents reuse while ephemeral credentials enforce encryption,Password vaulting is token-based while ephemeral credentials are biometric-based,Password vaulting enables multifactor authentication while ephemeral credentials disable it,1
An IT administrator needs to remove access for an employee who just left the company. What process ensures this is done securely,Password reset,Provisioning,De-provisioning,Token assignment,3
A developer is mistakenly given administrative access to production systems. What risk does this represent,Token misplacement,Excessive permissions,Improper encryption,Outdated credentials,2
During a remote hiring process, what step ensures the new employee is who they claim to be,Credential rotation,Token reuse,Identity proofing,Role mapping,3
Two partner companies want to allow their employees to use a single set of credentials across both networks. What solution is most appropriate,Encryption,Hashing,Federation,Sandboxing,3
An organization wants to reduce login fatigue by allowing users to authenticate once and access multiple applications. What should they implement,Password vaulting,Single sign-on,Multifactor authentication,Role-based access control,2
A team implements a directory service for authentication and needs to allow token-based access to cloud applications. Which combination is best,Access list and firewall,Open authorization and directory access,Email filtering and password reset,Encryption and device isolation,2
An enterprise integrates multiple cloud providers and internal apps using Security Assertions Markup Language. What is the likely goal,Minimize latency,Enable single sign-on,Encrypt email,Restrict file transfers,2
A security engineer ensures that two systems from different vendors can exchange identity data seamlessly. What is this requirement called,Authorization,Interoperability,Validation,Enumeration,2
During an audit, a company must prove its identity verification process meets legal standards. What concept does this support,Encryption,Attestation,Replication,Enumeration,2
A military organization enforces access based strictly on classification level. Which access control model are they using,Discretionary,Attribute-based,Mandatory,Role-based,3
A company assigns access based on job functions like HR or IT. What access model is being used,Rule-based,Mandatory,Role-based,Time-based,3
An access policy states that users may only use an app between 8am and 6pm. Which control is being applied,Attribute-based,Time-of-day restriction,Discretionary,Federation,2
A security engineer implements a control to ensure users only get permissions needed for their job. What principle is being enforced,Least privilege,Token rotation,Encryption,Sandboxing,1
A mobile app uses a fingerprint scan before granting access. What type of authentication is this,Something you have,Something you are,Something you know,Somewhere you are,2
A company distributes USB keys to employees for login verification. What type of multifactor implementation is this,Security key,Biometric device,Credential reuse,Time-of-day restriction,1
An organization requires both a badge and a password to access a system. What authentication model is this,Token-based,Passwordless,Multifactor authentication,Single sign-on,3
A user logs in from an unusual location and is denied access. Which factor is being enforced,Something you know,Something you are,Somewhere you are,Something you have,3
A policy requires users to create 14-character passwords that include symbols and numbers. Which two concepts are enforced,Length and reuse,Reuse and complexity,Length and complexity,Expiration and vaulting,3
A user reuses the same password across multiple accounts. What is the primary risk,Token duplication,Credential stuffing,Device encryption,Key rotation,2
A company prevents users from changing their password more than once per day. Which password concept is applied,Password age,Password length,Password complexity,Password expiration,1
A technician deploys software that stores and encrypts passwords for safe reuse. What tool is this,Passwordless app,Password vault,Password manager,Credential sandbox,3
An administrator enables face recognition and one-time code for authentication. Which practice is being followed,Credential rotation,Single sign-on,Password reuse,Passwordless login,4
During a penetration test lab, students must set permissions that expire after a task completes. Which privileged access tool should they use,Password vaulting,Just-in-time permissions,Token encryption,Role-based control,2
A security team limits database access to temporary accounts that expire in one hour. What method is this,Static credentialing,Hard token authentication,Ephemeral credentials,Multifactor tokenization,3
